table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,stay/leave
842,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,8.11,Marr.,35.06,Direct,Non Promoted,Yes,stay
843,Shiv,9876544345,Noida,B2,Operation,Male,2.1,> 1 & < =3,8.02,Marr.,30.02,Employee Referral,Non Promoted,Yes,stay
844,Shiv,9876544345,Madurai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.09,Direct,Non Promoted,No,leave
845,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,8.11,Marr.,31.04,Employee Referral,Non Promoted,Yes,stay
846,Shiv,9876544345,Bangalore,B1,Operation,Female,2.11,> 1 & < =3,3.04,Marr.,25.01,Direct,Non Promoted,No,leave
847,Shiv,9876544345,Noida,B1,Operation,Male,2.11,> 1 & < =3,7.04,Marr.,30.05,Direct,Non Promoted,Yes,stay
848,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.02,Direct,Non Promoted,Yes,stay
849,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.11,> 1 & < =3,3.07,Single,31.07,Direct,Non Promoted,Yes,stay
850,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,9,Marr.,35.05,Direct,Promoted,Yes,stay
851,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.11,Single,28.07,Agency,Promoted,No,leave
852,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,6.03,Marr.,31,Direct,Non Promoted,Yes,stay
853,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.11,Single,29.01,Direct,Non Promoted,Yes,stay
854,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,8,Single,28.09,Agency,Non Promoted,Yes,stay
855,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,25.02,Direct,Non Promoted,No,leave
856,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.07,Single,28.07,Direct,Promoted,No,leave
857,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,6.05,Single,30.03,Direct,Promoted,No,leave
858,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,11.03,Marr.,35.11,Direct,Promoted,No,stay
859,Shiv,9876544345,Chennai,B1,Operation,Male,3,> 1 & < =3,6.02,Single,27.06,Employee Referral,Promoted,Yes,stay
860,Shiv,9876544345,Chennai,B2,Operation,Male,2.11,> 1 & < =3,12.01,Single,30.07,Employee Referral,Promoted,Yes,stay
861,Shiv,9876544345,Chennai,B1,Operation,Female,3,> 1 & < =3,5.04,Single,27.03,Direct,Promoted,Yes,stay
862,Shiv,9876544345,Chennai,B2,Operation,Male,3,> 1 & < =3,8,Marr.,32.03,Agency,Promoted,No,stay
863,Shiv,9876544345,Hyderabad,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.05,Agency,Promoted,No,stay
864,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,5.08,Single,30,Direct,Non Promoted,No,leave
865,Shiv,9876544345,Madurai,B2,Operation,Male,3,> 1 & < =3,8,Single,29.06,Direct,Promoted,Yes,stay
866,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,8.07,Marr.,34.07,Agency,Non Promoted,Yes,stay
867,Shiv,9876544345,Bangalore,B2,Operation,Female,2.11,> 1 & < =3,7.07,Marr.,29.1,Agency,Non Promoted,No,leave
868,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.09,Agency,Non Promoted,No,leave
869,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,3,Single,25.06,Direct,Promoted,Yes,stay
870,Shiv,9876544345,Chennai,B1,Operation,Male,3,> 1 & < =3,6,Single,27.11,Direct,Promoted,Yes,stay
871,Shiv,9876544345,Chennai,B1,Operation,Female,3,> 1 & < =3,7.06,Marr.,29.06,Direct,Promoted,Yes,stay
872,Shiv,9876544345,Noida,B1,Operation,Male,3,> 1 & < =3,7.02,Marr.,28.06,Direct,Promoted,No,stay
873,Shiv,9876544345,Bangalore,B1,Operation,Female,3,> 1 & < =3,7,Marr.,28.06,Direct,Promoted,No,stay
874,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,4.05,Marr.,26.08,Direct,Promoted,No,leave
875,Shiv,9876544345,Pune,B1,Operation,Male,3,> 1 & < =3,5.02,Marr.,29.06,Agency,Promoted,No,stay
876,Shiv,9876544345,Noida,B2,Operation,Female,3,> 1 & < =3,6.04,Marr.,29.05,Agency,Promoted,No,stay
877,Shiv,9876544345,Noida,B2,Operation,Male,3,> 1 & < =3,7,Single,31.11,Agency,Promoted,Yes,stay
878,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,5,Single,26.07,Direct,Promoted,Yes,stay
879,Shiv,9876544345,Noida,B1,Operation,Male,3,> 1 & < =3,4.02,Single,27.04,Direct,Promoted,Yes,stay
880,Shiv,9876544345,Chennai,B1,Operation,Male,0,< =1,3.07,Single,27.08,Direct,Non Promoted,No,leave
881,Shiv,9876544345,Bangalore,B1,Operation,Male,0.03,< =1,3.03,Single,28.03,Agency,Promoted,No,leave
882,Shiv,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,2.04,Single,23.01,Direct,Promoted,No,leave
883,Shiv,9876544345,Chennai,B1,Operation,Female,0.04,< =1,3.07,Marr.,27.02,Agency,Promoted,No,stay
884,Shiv,9876544345,Noida,B2,Support,Female,0.06,< =1,5.06,Marr.,29.03,Employee Referral,Non Promoted,Yes,stay
885,Shiv,9876544345,Chennai,B1,Operation,Male,0.07,< =1,1.07,Single,22.07,Direct,Promoted,No,leave
886,Shiv,9876544345,Bangalore,B1,Operation,Male,0.1,< =1,5.04,Marr.,28.11,Agency,Promoted,No,leave
887,Rahul,9876544345,Bangalore,B1,Operation,Female,0.11,< =1,4,Single,22.08,Direct,Promoted,Yes,stay
888,Rahul,9876544345,Noida,D2,Operation,Female,1.05,> 1 & < =3,6,Marr.,29.01,Direct,Promoted,Yes,stay
889,Rahul,9876544345,Chennai,B1,Support,Male,1.07,> 1 & < =3,4.09,Single,27.11,Direct,Promoted,No,leave
890,Rahul,9876544345,Noida,B1,Operation,Male,1.08,> 1 & < =3,4.02,Single,27.01,Direct,Promoted,No,leave
891,Rahul,9876544345,Chennai,B1,Operation,Female,2,> 1 & < =3,2,Sep.,24.07,Direct,Promoted,No,leave
892,Rahul,9876544345,Madurai,B1,Operation,Male,0.08,< =1,3.08,Single,27.07,Direct,Promoted,Yes,stay
893,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.06,< =1,3.06,Marr.,25.02,Direct,Promoted,No,leave
894,Rahul,9876544345,Hyderabad,B1,Operation,Female,0.06,< =1,,NTBD,30,Direct,Promoted,No,stay
895,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,22.05,Direct,Non Promoted,No,leave
896,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,22.06,Direct,Non Promoted,,stay
897,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,24.06,Direct,Non Promoted,Yes,stay
898,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,21.09,Direct,Non Promoted,Yes,stay
899,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.02,Direct,Non Promoted,Yes,leave
900,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.01,Direct,Non Promoted,,leave
901,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.02,Direct,Non Promoted,Yes,stay
902,Rahul,9876544345,Madurai,B2,Operation,Male,0.02,< =1,10.02,Marr.,32.08,Direct,Non Promoted,No,stay
